Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
SPA111,Beginning Spanish I,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
ACR221,Refrigeration Applications - Commercial Installation/Service,1,8/19/2025 to 12/4/2025,4,TR 11:30AM - 12:20PM...,"Manbeck,Stephen",,On Campus,NA,11/14/2025,-4 of 16,Click for Details
HEO131L##,Earthwork Site Preparation Lab,2,8/19/2025 to 12/2/2025,0,T 3:00PM - 5:45PM,"Keister,Andrew",,On Campus,NA,WD 11/14/2025,5 of 12,Click for Details
CIT498,Senior Project,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"Krepshaw,Robert",,On Campus,NA,11/14/2025,5 of 15,Click for Details
PHS222,Imaging Physics,21,8/18/2025 to 12/5/2025,4,F 11:00AM - 1:45PM...,"LeBlanc,Joseph",,On Campus,NA,W/D 11/14/2025,5 of 20,Click for Details
CCD237,Technical Drawing - Related Disciplines,1,8/18/2025 to 12/5/2025,4,MWF 8:00AM - 10:15AM,"Tomassacci,Kendra",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
PHA647,Pediatrics Clinical Experience,1,8/18/2025 to 9/19/2025,4,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
FYE101,First Year Experience,08 ET,8/19/2025 to 12/4/2025,1,TR 11:00AM - 11:50AM,"Brooks,Daniel",,On Campus,NA,11/14/2025,3 of 24,Click for Details
BIX331,Design Studio I,1,8/18/2025 to 12/3/2025,3,MW 10:00AM - 12:15PM,"Ask,Thomas",,On Campus,NA,11/14/2025,8 of 16,Click for Details
DSM245,Allison Transmissions,1,8/19/2025 to 12/4/2025,3,T 8:00AM - 11:45AM...,"Sones,Mark",,On Campus,NA,WD 11/14/2025,4 of 15,Click for Details
EET116,Electronic Circuits & Devices I,3,8/18/2025 to 12/5/2025,5,MWF 8:00AM - 8:50AM...,"Tombasco,Mario",,On Campus,NA,11/14/2025,7 of 14,Click for Details
NUR272L##,Psychosocial Nursing Lab,1,8/18/2025 to 12/2/2025,0,MT 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/14/2025
Requires Associated Class NUR272		
Lab restricted to lecture section 21		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",7 of 26,Click for Details
SPC301,Organizational Communication,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Hill,Joshua",,Distance Learning,Spring Only,11/14/2025,0 of 1,Click for Details
PHS125,College Physics II,1,8/18/2025 to 12/5/2025,4,T 8:00AM - 10:45AM...,"Keebaugh,Christof",,On Campus,NA,W/D 11/14/2025,12 of 20,Click for Details
PPT410,Advanced Injection Molding,21,8/18/2025 to 12/3/2025,3,M 8:00AM - 10:45AM...,"Sneidman,Mark",,On Campus,Fall Only,withdrawal date 11/14/25,6 of 14,Click for Details
DSM236L##,Heavy Equipment Machine Electronics & Diagnostic Procedures Lab,2,8/19/2025 to 12/2/2025,0,T 8:00AM - 10:45AM,"Fry,Jeremy",,On Campus,NA,WD 11/14/2025,2 of 18,Click for Details
ENL111,English Composition I,46,8/18/2025 to 12/3/2025,3,MW 6:30PM - 7:45PM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,16 of 23,Click for Details
AVC405,Avionics Auxiliary Systems,1,8/18/2025 to 12/3/2025,2,MW 12:30PM - 1:20PM,"Krepps,Matthew",,On Campus,Fall Only,11/14/2025,0 of 18,Click for Details
ELT114,Residential Electrical Theory,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,4 of 16,Click for Details
MTH153,Topics in Mathematics,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"James,Bryan",,Distance Learning,NA,W/D 11/14/2025,4 of 25,Click for Details
SOC313,Research Methods,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Winder,Elizabeth",,On Campus,NA,W/D 11/14/2025,5 of 25,Click for Details
MCM152,Introduction to Cinema,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,W/D 11/14/2025,0 of 27,Click for Details
MTH157,Business Statistics,21,8/18/2025 to 12/3/2025,3,MW 12:00PM - 1:15PM,"Lambert,Lisa",,On Campus,NA,W/D 11/14/2025,11 of 25,Click for Details
BEM240,Introduction to Homeland Security,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Schlosser,William",,Distance Learning,NA,W/D 11/14/2025,9 of 10,Click for Details
HTH415,Introduction to Global Health,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Saxe,Mary Jo",,Distance Learning,NA,"W/D 11/14/25  
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
CIT230,Fundamentals of Information Security,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Yoas,Daniel",,On Campus,NA,11/14/2025,4 of 18,Click for Details
DEN103,Dental Hygiene I,1,8/18/2025 to 11/24/2025,4,M 8:00AM - 9:45AM,"Hicks,Jill",,On Campus,Fall Only,11/14/2025,9 of 40,Click for Details
CSC124,"Information, Technology & Society",45,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:15PM,"Keeley,Todd",,On Campus,NA,11/14/2025,0 of 1,Click for Details
MTH108,Elementary Algebra II,42,8/18/2025 to 12/4/2025,3,R 6:30PM - 7:20PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,3 of 21,Click for Details
NUR186L##,Foundations of Nursing Lab,2,8/18/2025 to 11/24/2025,0,M 6:30AM - 12:30PM,"Account,Test",,Off Campus,NA,"11/3/2025
Requires Associated Class NUR 186		
Lab restricted to lecture section NUR 186-01	
Lab/Sim Days on Grid are 8 am to 1:45 pm	
Health/nursing requirements needed
Additional times to be arranged
Times may vary by site
Transportation needed",10 of 10,Click for Details
PAS646,Women's Health Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
NUR229,Adult Medical-Surgical Nursing III,21,8/22/2025 to 12/5/2025,5,F 12:00PM - 2:45PM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to Major NR	
May require identity verification fees
Requires Associated Class NUR229L		
Webcam required for exam proctoring",7 of 26,Click for Details
FYE101,First Year Experience,20 ET,8/19/2025 to 12/4/2025,1,TR 10:00AM - 10:50AM,"Account,Test",,On Campus,NA,11/14/2025,1 of 24,Click for Details
BEM495,Emergency Management Capstone,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Schlosser,William",,Distance Learning,NA,W/D 11/14/2025,5 of 10,Click for Details
WEL209,Advanced Semi-Automatic Processes,22,8/18/2025 to 10/9/2025,4,TR 12:00PM - 12:50PM...,"Rhinehart,Ty",,On Campus,Fall Only,withdraw date 9/30/2025,-2 of 15,Click for Details
AMT276,Electrical/Electronic Accessory Service,3,11/5/2025 to 12/12/2025,4,MTWRF 8:00AM - 11:45AM...,"Holley,Christopher",,On Campus,NA,12/8/2025,2 of 16,Click for Details
AVI205,Sheet Metal Aircraft Structures,1,10/13/2025 to 11/10/2025,4,MTWRF 8:00AM - 9:15AM...,"Miller,Ethan",,On Campus,Fall Only,11/3/2025,7 of 18,Click for Details
NUR204,Introduction to Professional Nursing,21,8/21/2025 to 12/4/2025,3,R 12:00PM - 2:45PM,"Furman,Melissa",,On Campus,NA,"11/14/25
Restricted to BGN major
Webcam required for exam proctoring
May require identity verification fees",30 of 30,Click for Details
PAS541,Patient History & Physical Assessment I,1,8/19/2025 to 12/2/2025,2,T 8:00AM - 11:45AM,"Mix,Cheressa; Dorman, Heather; Kavanagh, Kimberly",,On Campus,Fall Only,11/14/2025,5 of 30,Click for Details
ACR152,Fundamentals of HVAC Electrical Controls,4,8/19/2025 to 12/4/2025,4,TR 1:00PM - 1:50PM...,"Copp,Jacob",,On Campus,NA,11/14/2025,2 of 18,Click for Details
CIT344,Operating Systems Concepts I,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Account,Test",,On Campus,Fall Only,11/14/2025,1 of 15,Click for Details
ENL201,Technical & Professional Communication,24,8/18/2025 to 12/3/2025,3,MW 3:30PM - 4:45PM,"Davner,Aliza",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
ACC480,Accounting Internship,1,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Nolan,Robert",,Off Campus,NA,W/D 11/14/2025,5 of 5,Click for Details
NUR306,Adult Health Nursing I,1,8/20/2025 to 12/4/2025,6,R 8:00AM - 10:45AM...,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 306L
Webcam required for exam proctoring
May require identity verification fees",0 of 27,Click for Details
FYE101,First Year Experience,40 ARCH,8/19/2025 to 12/4/2025,1,TR 12:30PM - 1:20PM,"Jabbour,Naim",,On Campus,NA,11/14/2025,13 of 24,Click for Details
ACH239,Construction Documents - Commercial,41,8/19/2025 to 12/4/2025,3,TR 5:00PM - 8:15PM,"Daneker,David",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
IAS492A##,IAS Seminar I,21,8/20/2025 to 12/3/2025,1,W 4:00PM - 4:50PM,"Heimbach,Allen",,On Campus,Fall Only,11/14/2025,2 of 14,Click for Details
SPC101,Fundamentals of Speech,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Hill,Joshua",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
NUR311,The Philosophy of Professional Nursing,90,10/13/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,Fall Only,"12/2/25
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",5 of 28,Click for Details
FOR254L##,Basic Tree Felling & Timber Operations Lab,3,8/22/2025 to 12/5/2025,0,F 8:00AM - 1:45PM,"Easton,Eric",,On Campus,NA,WD 11/14/2025,10 of 11,Click for Details
BBT407,Building Control Networks I,2,8/18/2025 to 12/3/2025,3,MW 10:30AM - 11:20AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
AVI205,Sheet Metal Aircraft Structures,2,11/11/2025 to 12/12/2025,4,MTWRF 8:00AM - 9:15AM...,"Miller,Ethan",,On Campus,Fall Only,12/1/2025,5 of 18,Click for Details
EET248,Introduction to Automation Control Concepts & Applications,21,8/18/2025 to 12/5/2025,4,MWF 3:00PM - 4:45PM,"Moser,Randall",,On Campus,Fall Only,11/14/2025,11 of 12,Click for Details
PHA644,Surgery Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
EET145,Networking I,1,8/18/2025 to 12/5/2025,4,MWF 10:00AM - 10:50AM,"Crossen,John",,On Campus,NA,11/14/2025,2 of 22,Click for Details
BEM250,Spatial Analysis in Emergency Management,21,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Schlosser,William",,On Campus,NA,W/D 11/14/2025,13 of 20,Click for Details
HEO141,Heavy Equipment Electrical Systems,1,8/18/2025 to 12/1/2025,2,M 1:00PM - 1:50PM...,"Peck,Ryan",,On Campus,Fall Only,WD 11/14/2025,4 of 12,Click for Details
MTR104,Basics of Medical Terminology,41,8/19/2025 to 12/2/2025,3,T 6:30PM - 9:15PM,"Carr,Mindy",,On Campus,NA,W/D 11/14/25,0 of 30,Click for Details
CET420,Sustainable Infrastructure,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"McDonald,Ryan",,On Campus,Fall Only,withdrawal date 11/14/25,17 of 20,Click for Details
ENL111,English Composition I,42,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,13 of 23,Click for Details
BCM422,Construction Safety Management,2,8/20/2025 to 12/3/2025,2,W 10:30AM - 12:15PM,"Group,Brandon",,On Campus,NA,11/14/2025,6 of 20,Click for Details
ACR251,Warm-Air Heating & Duct Design,1,8/19/2025 to 12/4/2025,3,TR 1:00PM - 1:50PM...,"McCracken,Cody",,On Campus,NA,11/14/2025,-4 of 16,Click for Details
PLH113,Mechanical Systems Design & Operation,1,8/18/2025 to 12/5/2025,4,MW 8:00AM - 8:50AM...,"Swain,Nathan",,On Campus,NA,11/14/2025,0 of 13,Click for Details
BCM105,Materials & Methods of Construction I,1,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Sheppard,Wayne",,On Campus,NA,11/14/2025,0 of 20,Click for Details
QAL224,Ultrasonic Testing II,1,10/13/2025 to 12/12/2025,4.5,TR 7:30AM - 11:45AM...,"Hurd,Mark",,On Campus,NA,withdraw date 12/2/2025,5 of 12,Click for Details
BIO115,Human Anatomy & Physiology I,4,8/19/2025 to 12/4/2025,4,TR 9:30AM - 11:15AM...,"Allar,Michael",,On Campus,NA,W/D 11/14/2025,4 of 24,Click for Details
BCT110,Site Preparation & Layout,4,8/19/2025 to 12/4/2025,2,TR 8:00AM - 8:50AM...,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
MTH181,College Algebra & Trigonometry I,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:45PM,"Mitchell,Robert",,On Campus,NA,W/D 11/14/2025,11 of 25,Click for Details
MTH183,College Algebra & Trigonometry II,22,8/19/2025 to 12/4/2025,3,TR 1:30PM - 3:15PM,"Owens,Edwin",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
DEN104,Preventive Dentistry,1,8/18/2025 to 12/1/2025,2,M 10:00AM - 11:15AM,"Clossen,Tammy",,On Campus,Fall Only,11/14/2025,13 of 40,Click for Details
FHD101,Foundations of Professional Cooking,1,8/18/2025 to 10/7/2025,3,MT 7:00AM - 7:50AM...,"Suchwala,Francis",,On Campus,NA,W/D 9/30/2025,1 of 16,Click for Details
MGT115,Principles of Management,3,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Christopher,Daniel",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
ECO111,Principles of Macroeconomics,1,8/18/2025 to 12/3/2025,3,MW 9:30AM - 10:45AM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,3 of 25,Click for Details
HEO131L##,Earthwork Site Preparation Lab,3,8/21/2025 to 12/4/2025,0,R 3:00PM - 5:45PM,"Keister,Andrew",,On Campus,NA,WD 11/14/2025,5 of 12,Click for Details
BIO201,Microbiology,98,8/20/2025 to 12/3/2025,4,W 5:30PM - 8:15PM,"Miller,Tammy",,Hybrid,NA,"W/D 11/14/2025
50% in-person / 50% distance",0 of 20,Click for Details
ELT237,Construction Lab III - Industrial,1,8/18/2025 to 12/3/2025,4,MW 8:30AM - 9:20AM...,"Morse,Darrin",,On Campus,NA,11/14/2025,1 of 12,Click for Details
NUR186L##,Foundations of Nursing Lab,70,8/23/2025 to 12/6/2025,0,S 6:30AM - 12:15PM...,"Account,Test",,Off Campus,NA,"11/14/25
Requires Associated Class NUR 186-90	
Lab restricted to lecture section NUR 186-90	
Health/nursing requirements needed
see clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",9 of 10,Click for Details
CET495,Senior Capstone Design-Planning,1,8/21/2025 to 12/4/2025,2,R 11:00AM - 11:50AM,"Fedor,David",,On Campus,Fall Only,11/14/2025,17 of 20,Click for Details
ACC113,Introduction to Financial Accounting,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Nolan,Robert",,On Campus,NA,W/D 11/14/2025,9 of 19,Click for Details
BCT103,Construction Hand & Power Tools,4,8/19/2025 to 12/2/2025,1,T 12:30PM - 1:20PM...,"Francis,Matthew",,On Campus,NA,11/14/2025,13 of 18,Click for Details
CIT355,Server Administration,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Becker,David",,On Campus,Fall Only,11/14/2025,3 of 22,Click for Details
MSC106,Introduction to Metallurgy,2,8/19/2025 to 12/4/2025,4,TR 8:00AM - 9:15AM...,"Albright,Paul",,On Campus,NA,11/14/2025,0 of 20,Click for Details
ART361,Advanced Graphic Design for the Internet,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 4:15PM,"Stephenson,Nicholas",,On Campus,Fall Only,W/D 11/14/2025,4 of 14,Click for Details
DSM141,Heavy Duty Brake Systems,1,8/19/2025 to 12/4/2025,2,TR 2:00PM - 2:50PM,"Conklin,Brad",,On Campus,NA,WD 11/14/2025,19 of 22,Click for Details
BBT414,Building Automation Programming,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 8:50AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
BCT104,Construction Safety & Equipment,4,8/21/2025 to 12/4/2025,1,R 12:30PM - 1:20PM...,"Jones,Robert",,On Campus,NA,11/14/2025,-1 of 18,Click for Details
CAD247,CAD Management & Customization,1,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Miller,Craig",,On Campus,Spring Only,11/14/2025,0 of 1,Click for Details
PHS115,College Physics I,41,8/18/2025 to 12/3/2025,4,MW 5:00PM - 6:15PM...,"Richards,David",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
BCT300,Residential Management I,2,8/18/2025 to 12/3/2025,3,MW 11:30AM - 12:45PM,"Jennings,Darin",,On Campus,NA,11/14/2025,6 of 18,Click for Details
FOR101,Chainsaw Safety,2,8/21/2025 to 12/4/2025,1,R 1:00PM - 3:45PM,"Avery,Nathan",,On Campus,Fall Only,WD 11/14/2025,9 of 17,Click for Details
PSC261,International Relations,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Miller BAS,Craig",,On Campus,NA,W/D 11/14/2025,15 of 20,Click for Details
NUR330L##,Obstetrical Nursing Lab,22,8/20/2025 to 11/12/2025,0,W 2:30PM - 10:15PM,"Account,Test",,Off Campus,NA,"10/22/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 8,Click for Details
RAD105,Radiography Practicum I,3,8/18/2025 to 12/5/2025,1,MF 8:00AM - 3:45PM,"Dostick,Lisa",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",8 of 10,Click for Details
ACH261,Architectural Design Studio II,23,8/18/2025 to 12/3/2025,3,MW 3:00PM - 5:15PM,"Account,Test",,On Campus,Fall Only,11/14/2025,2 of 12,Click for Details
FYE101,First Year Experience,04 ET,8/19/2025 to 12/4/2025,1,TR 11:00AM - 11:50AM,"Delsite Coleman,Meghan",,On Campus,NA,11/14/2025,1 of 24,Click for Details
EET207,Linear Circuits Applications,22,8/18/2025 to 12/5/2025,1,MWF 3:00PM - 3:50PM,"Almasy,Edward",,On Campus,Fall Only,11/14/2025,3 of 20,Click for Details
INV201,Principles of Innovation,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Baumgardner,Gerald",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
PAS646,Women's Health Clinical Experience,2,9/22/2025 to 10/31/2025,4,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
FOR210,Lumber Manufacturing,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 8:50AM...,"Bartron,Dustin",,On Campus,NA,W/D 11/14/25,0 of 8,Click for Details
HRT237,Plant Management Practices,1,8/18/2025 to 12/3/2025,3,M 8:00AM - 10:45AM...,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,17 of 24,Click for Details
ENL111,English Composition I,41,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:15PM,"Davner,Aliza",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
MGT301,Business Law I,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Derr,Kevin",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
CIM104,CNC Machining & Programming I,21,8/19/2025 to 12/4/2025,3,TR 1:00PM - 3:15PM,"Davies,Luke",,On Campus,NA,11/14/2025,0 of 14,Click for Details
FIT120,Introduction to Fitness Principles,90,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Arrigonie,John",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
NUR271,Nursing Care of Children,90,8/18/2025 to 12/5/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to NL/NLD major		
Friday 2 pm to 3:45 pm synchronous online
May require identity verification fees
Requires Associated Class NUR271L		
Webcam required for exam proctoring
100% instruction via distance",2 of 18,Click for Details
PLH220,Mechanical Estimating,2,8/18/2025 to 12/3/2025,3,MW 2:30PM - 3:20PM...,"Watkins,Pat",,On Campus,NA,11/14/2025,-6 of 16,Click for Details
MTT128,Mill Applications,21,8/18/2025 to 12/3/2025,4,M 12:00PM - 12:50PM...,"Schaefer,Bryan",,On Campus,NA,11/14/2025,0 of 14,Click for Details
NUR214,Adult Medical-Surgical Nursing II,91,8/18/2025 to 12/5/2025,5,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to RN Major 
Thursday 6 pm to 8:45 pm Synchronous online
Requires Associated Class NUR214L
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",2 of 23,Click for Details
NUR270,Childbearing Nursing,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to NL/NLD major		
Friday 8am to 9:45am synchronous online
May require identity verification fees
Requires Associated Class NUR270L		
Webcam required for exam proctoring
100% instruction via distance 
Times to be arranged",2 of 18,Click for Details
